case_id,event_type,amount,customer_profile,problem_summary,root_cause,action_taken,policy_result,outcome,recovered_amount,days_to_recovery
CASE_00911,payment_failure,5795.06,Returning customer with historical transaction activity.,"Payment of ₹5,795.06 failed during the payment flow.",network_error,retry,approved,recovered,5795.06,3
CASE_00912,payment_failure,2338.11,Returning customer with historical transaction activity.,"Payment of ₹2,338.11 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,2338.11,2
CASE_00913,payment_failure,6604.31,Returning customer with historical transaction activity.,"Payment of ₹6,604.31 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,6604.31,2
CASE_00914,payment_failure,7759.67,Returning customer with historical transaction activity.,"Payment of ₹7,759.67 failed during the payment flow.",expired_card,payment_method_update,approved,failed,0.0,0
CASE_00915,payment_failure,574.36,Returning customer with historical transaction activity.,Payment of ₹574.36 failed during the payment flow.,insufficient_funds,delayed_retry,approved,partial,426.71,4
CASE_00916,payment_failure,208.33,Returning customer with historical transaction activity.,Payment of ₹208.33 failed during the payment flow.,expired_card,payment_method_update,approved,recovered,208.33,2
CASE_00917,payment_failure,8287.55,Returning customer with historical transaction activity.,"Payment of ₹8,287.55 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,8287.55,2
CASE_00918,payment_failure,7381.19,Returning customer with historical transaction activity.,"Payment of ₹7,381.19 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,7381.19,1
CASE_00919,payment_failure,14593.89,Returning customer with historical transaction activity.,"Payment of ₹14,593.89 failed during the payment flow.",network_error,retry,approved,recovered,14593.89,1
CASE_00920,payment_failure,2718.25,Returning customer with historical transaction activity.,"Payment of ₹2,718.25 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,2718.25,1
CASE_00921,payment_failure,435.75,Returning customer with historical transaction activity.,Payment of ₹435.75 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,435.75,3
CASE_00922,payment_failure,7073.26,Returning customer with historical transaction activity.,"Payment of ₹7,073.26 failed during the payment flow.",network_error,retry,approved,recovered,7073.26,3
CASE_00923,payment_failure,11063.9,Returning customer with historical transaction activity.,"Payment of ₹11,063.90 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,11063.9,3
CASE_00924,payment_failure,7625.21,Returning customer with historical transaction activity.,"Payment of ₹7,625.21 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,7625.21,3
CASE_00925,payment_failure,4731.83,Returning customer with historical transaction activity.,"Payment of ₹4,731.83 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,4731.83,2
CASE_00926,payment_failure,333.66,Returning customer with historical transaction activity.,Payment of ₹333.66 failed during the payment flow.,insufficient_funds,delayed_retry,approved,recovered,333.66,1
CASE_00927,payment_failure,11068.88,Returning customer with historical transaction activity.,"Payment of ₹11,068.88 failed during the payment flow.",network_error,retry,approved,recovered,11068.88,3
CASE_00928,payment_failure,872.33,Returning customer with historical transaction activity.,Payment of ₹872.33 failed during the payment flow.,network_error,retry,approved,recovered,872.33,3
CASE_00929,payment_failure,5056.36,Returning customer with historical transaction activity.,"Payment of ₹5,056.36 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,5056.36,2
CASE_00930,payment_failure,9393.11,Returning customer with historical transaction activity.,"Payment of ₹9,393.11 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,9393.11,1
CASE_00931,payment_failure,4274.5,Returning customer with historical transaction activity.,"Payment of ₹4,274.50 failed during the payment flow.",insufficient_funds,delayed_retry,approved,partial,2783.56,5
CASE_00932,payment_failure,4779.97,Returning customer with historical transaction activity.,"Payment of ₹4,779.97 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,4779.97,1
CASE_00933,payment_failure,585.15,Returning customer with historical transaction activity.,Payment of ₹585.15 failed during the payment flow.,expired_card,payment_method_update,approved,partial,366.74,2
CASE_00934,payment_failure,8232.77,Returning customer with historical transaction activity.,"Payment of ₹8,232.77 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,8232.77,3
CASE_00935,payment_failure,254.81,Returning customer with historical transaction activity.,Payment of ₹254.81 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,254.81,3
CASE_00936,payment_failure,735.38,Returning customer with historical transaction activity.,Payment of ₹735.38 failed during the payment flow.,expired_card,payment_method_update,approved,recovered,735.38,3
CASE_00937,payment_failure,12537.15,Returning customer with historical transaction activity.,"Payment of ₹12,537.15 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,12537.15,1
CASE_00938,payment_failure,1236.7,Returning customer with historical transaction activity.,"Payment of ₹1,236.70 failed during the payment flow.",network_error,retry,approved,recovered,1236.7,2
CASE_00939,payment_failure,4795.74,Returning customer with historical transaction activity.,"Payment of ₹4,795.74 failed during the payment flow.",network_error,retry,approved,recovered,4795.74,1
CASE_00940,payment_failure,941.22,Returning customer with historical transaction activity.,Payment of ₹941.22 failed during the payment flow.,insufficient_funds,delayed_retry,approved,failed,0.0,0
CASE_00941,payment_failure,16006.55,Returning customer with historical transaction activity.,"Payment of ₹16,006.55 failed during the payment flow.",mandate_failure,mandate_retry,approved,failed,0.0,0
CASE_00942,payment_failure,1445.86,Returning customer with historical transaction activity.,"Payment of ₹1,445.86 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,1445.86,1
CASE_00943,payment_failure,2387.08,Returning customer with historical transaction activity.,"Payment of ₹2,387.08 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,2387.08,2
CASE_00944,payment_failure,2106.54,Returning customer with historical transaction activity.,"Payment of ₹2,106.54 failed during the payment flow.",mandate_failure,mandate_retry,approved,partial,622.76,5
CASE_00945,payment_failure,804.27,Returning customer with historical transaction activity.,Payment of ₹804.27 failed during the payment flow.,mandate_failure,mandate_retry,approved,recovered,804.27,2
CASE_00946,payment_failure,220.78,Returning customer with historical transaction activity.,Payment of ₹220.78 failed during the payment flow.,insufficient_funds,delayed_retry,approved,recovered,220.78,3
CASE_00947,payment_failure,5681.35,Returning customer with historical transaction activity.,"Payment of ₹5,681.35 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,5681.35,2
CASE_00948,payment_failure,3534.14,Returning customer with historical transaction activity.,"Payment of ₹3,534.14 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,3534.14,2
CASE_00949,payment_failure,44560.21,Returning customer with historical transaction activity.,"Payment of ₹44,560.21 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,44560.21,1
CASE_00950,payment_failure,15840.55,Returning customer with historical transaction activity.,"Payment of ₹15,840.55 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,15840.55,2
CASE_00951,payment_failure,10040.51,Returning customer with historical transaction activity.,"Payment of ₹10,040.51 failed during the payment flow.",expired_card,payment_method_update,approved,partial,3751.59,4
CASE_00952,payment_failure,2099.07,Returning customer with historical transaction activity.,"Payment of ₹2,099.07 failed during the payment flow.",insufficient_funds,delayed_retry,approved,failed,0.0,0
CASE_00953,payment_failure,3766.54,Returning customer with historical transaction activity.,"Payment of ₹3,766.54 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,3766.54,3
CASE_00954,payment_failure,9548.32,Returning customer with historical transaction activity.,"Payment of ₹9,548.32 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,9548.32,3
CASE_00955,payment_failure,5287.1,Returning customer with historical transaction activity.,"Payment of ₹5,287.10 failed during the payment flow.",network_error,retry,approved,partial,1736.46,5
CASE_00956,payment_failure,92.13,Returning customer with historical transaction activity.,Payment of ₹92.13 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,92.13,2
CASE_00957,payment_failure,7522.29,Returning customer with historical transaction activity.,"Payment of ₹7,522.29 failed during the payment flow.",network_error,retry,approved,recovered,7522.29,3
CASE_00958,payment_failure,3496.79,Returning customer with historical transaction activity.,"Payment of ₹3,496.79 failed during the payment flow.",mandate_failure,mandate_retry,approved,failed,0.0,0
CASE_00959,payment_failure,5483.81,Returning customer with historical transaction activity.,"Payment of ₹5,483.81 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,5483.81,2
CASE_00960,payment_failure,367.69,Returning customer with historical transaction activity.,Payment of ₹367.69 failed during the payment flow.,expired_card,payment_method_update,approved,failed,0.0,0
CASE_00961,payment_failure,4394.02,Returning customer with historical transaction activity.,"Payment of ₹4,394.02 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,4394.02,2
